"id","screens_id","selection","hideflg","seqno","rowpos","colpos","width","type","dataprecision","datascale","indisp","subindisp","editable","maxvalue","minvalue","edoptsize","edoptmaxlength","edoptrow","edoptcols","edoptvalue","sumkey","crtfield","expiredate","remark","persons_id_upd","update_ip","created_at","updated_at","pobjects_id_sfd","tblfields_id","paragraph","formatter","contents"
160862,164,1,0,9999,,,300,"varchar",0,0,0,0,0,0,0,50,50,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:12,2016/03/27 17:38:12,13952,2026,,,
160909,164,1,1,9999,,,0,"number",0,0,0,0,0,0,0,0,0,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:12,2016/03/27 17:38:12,2629,5586,,,
160871,164,1,0,9999,,,0,"number",7,2,0,0,0,0,0,0,0,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:12,2016/03/27 17:38:12,3508,2064,,,
160893,164,0,0,9999,,,60,"varchar",0,0,0,0,0,0,0,10,10,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:12,2016/03/27 17:38:12,2667,4917,,,
160774,164,1,1,9999,,,132,"number",0,0,0,0,0,0,0,22,22,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:10,2016/03/27 17:38:10,2623,5587,,,
145401,164,1,0,8001,800,1,300,"textarea",0,0,0,0,1,0,0,50,4000,5,50,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/12/01 20:06:04,2015/12/01 20:47:18,2630,5594,,,
24362,164,1,0,611,61,1,150,"varchar",0,0,1,0,1,0,0,30,200,0,0,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2014/06/18 21:40:32.518,2015/12/01 21:28:49,2642,2053,"r_itms:_nditm",,
160861,164,0,1,9999,,,0,"number",0,0,0,0,0,0,0,0,0,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:11,2016/03/27 17:38:11,13950,2025,,,
160773,164,1,0,8888,2,1,132,"number",0,6,0,0,1,0,0,22,22,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:10,2016/03/27 17:38:10,2631,5592,,,
24343,164,1,0,172,17,2,132,"number",3,0,1,0,1,0,0,10,22,0,0,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2014/06/18 21:40:32.320,2015/12/01 21:25:11,890,5029,"r_opeitms",,
160843,164,0,0,9999,,,0,"number",7,2,0,0,0,0,0,0,0,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:11,2016/03/27 17:38:11,13936,11891,,,
160840,164,1,0,9999,,,6,"char",0,0,0,0,0,0,0,1,1,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:11,2016/03/27 17:38:11,12824,11460,,,
160818,164,0,0,9999,,,300,"varchar",0,0,0,0,0,0,0,50,50,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:11,2016/03/27 17:38:11,446,4921,,,
160814,164,0,0,9999,,,60,"varchar",0,0,0,0,0,0,0,10,10,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:11,2016/03/27 17:38:11,514,4917,,,
160873,164,1,0,9999,,,132,"number",0,6,0,0,0,0,0,22,22,0,0,,,,2099/12/31,"auto_crt",0,"2019.06.12.2",2016/03/27 17:38:12,2016/03/27 17:38:12,2645,2065,,,
