"CONTENTS","AMTDECIMAL","CODE","CREATED_AT","EXPIREDATE","ID","NAME","PERSONS_ID_UPD","PRICEDECIMAL","REMARK","UPDATE_IP","UPDATED_AT"
,,"JPY",,2099/12/31,41,"円",0,,,,
