"ID","BLKTBS_ID","FIELDCODES_ID","EXPIREDATE","REMARK","PERSONS_ID_UPD","UPDATE_IP","CREATED_AT","UPDATED_AT","SEQNO","CONTENTS","VIEWFLMK"
0,2300,1765,2099/12/31,"",0,"127.0.0.1",2014/05/02 21:57:00,2016/04/10 13:28:47,80,"[:prd,""作業""],[:pur,""購入""],[:shp,""出庫""],[:shp,""梱包出荷""]必須項目",
2,2580,4241,2099/12/31,,0,"127.0.0.1",2015/11/18 22:19:22,2015/11/18 22:19:22,15,"undefined",
21,2841,962,2099/12/31,,0,"127.0.0.1",2015/11/21 11:10:41,2015/12/15 22:56:38,46,"opeitmsにもあるが個別に変更可能にするために、trnganttsにも持たせた。",
62,2680,1883,2099/12/31,,0,"127.0.0.1",2015/11/22 11:46:03,2016/07/23 16:39:33,10,"undefined",
101,3680,4442,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:18,2015/11/22 22:45:18,50,"undefined",
102,3680,4382,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,21,"undefined",
103,3680,4381,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,19,"undefined",
104,3680,3361,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,40,"undefined",
105,3680,2441,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,5,"undefined",
107,3680,3492,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,51,"undefined",
108,3680,3285,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,30,"undefined",
109,3680,3021,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,20,"undefined",
112,3680,910,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,10,"undefined",
113,3680,908,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,15,"undefined",
114,3680,888,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,18,"undefined",
115,3680,768,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:19,2015/11/22 22:45:19,986,"undefined",
116,3680,767,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:20,2015/11/22 22:45:20,990,"undefined",
117,3680,766,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:20,2015/11/22 22:45:20,989,"undefined",
118,3680,765,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:20,2015/11/22 22:45:20,987,"undefined",
119,3680,763,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:20,2015/11/22 22:45:20,810,"undefined",
120,3680,762,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:20,2015/11/22 22:45:20,800,"undefined",
121,3680,733,2099/12/31,,0,,2015/11/22 22:45:20,2015/11/22 22:45:20,1,,
122,3680,1074,2099/12/31,,0,"127.0.0.1",2015/11/22 22:45:20,2015/11/22 22:45:20,800,"undefined",
123,3681,4441,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,50,"undefined",
124,3681,4062,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,40,"xxxactsのcno　",
125,3681,4382,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,21,"undefined",
126,3681,4381,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,19,"受入残数",
127,3681,3361,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,30,"undefined",
128,3681,2441,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,5,"undefined",
130,3681,3492,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,51,"undefined",
131,3681,3321,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:02,2015/11/22 22:50:02,32,,
132,3681,3285,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,31,"基本cno_instで実績を計上する。相手先がcno_instをセットできないときはsno_ordを送ってもらう。",
133,3681,3021,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,20,"undefined",
135,3681,2383,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,15,"prdinsts用",
136,3681,910,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,10,"undefined",
137,3681,888,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,18,"undefined",
138,3681,768,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,986,"undefined",
139,3681,767,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,990,"undefined",
140,3681,766,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,989,"undefined",
141,3681,765,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,987,"undefined",
142,3681,763,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,810,"undefined",
143,3681,762,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:03,2015/11/22 22:50:03,800,"undefined",
144,3681,733,2099/12/31,,0,,2015/11/22 22:50:04,2015/11/22 22:50:04,1,,
145,3681,1074,2099/12/31,,0,"127.0.0.1",2015/11/22 22:50:04,2015/11/22 22:50:04,800,"undefined",
146,3681,1270,2099/12/31,,0,"127.0.0.1",2015/11/22 23:07:00,2015/11/22 23:07:00,26,"undefined",
147,3680,1270,2099/12/31,,0,"127.0.0.1",2015/11/22 23:07:49,2015/11/22 23:07:49,24,"undefined",
161,3600,4501,2099/12/31,,0,"127.0.0.1",2015/11/23 9:43:51,2015/11/23 9:43:51,10,"業者への返品日",
162,3380,4501,2099/12/31,,0,"127.0.0.1",2015/11/23 9:45:38,2015/11/23 9:45:38,10,"業者への返品日",
163,3380,4502,2099/12/31,,0,"127.0.0.1",2015/11/23 9:53:35,2015/11/23 10:03:48,15,"返品元",
165,3600,4502,2099/12/31,,0,"127.0.0.1",2015/11/23 10:04:52,2015/11/23 10:04:52,15,"返品元",
166,3600,1270,2099/12/31,,0,"127.0.0.1",2015/11/23 10:05:08,2015/11/23 10:05:08,16,"返品場所",
168,3380,1822,2099/12/31,,0,"127.0.0.1",2015/11/23 10:48:41,2015/11/23 10:49:31,16,"返品先",
330,3481,1074,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:52,2015/11/23 11:58:52,800,"undefined",
331,3481,733,2099/12/31,,0,,2015/11/23 11:58:52,2015/11/23 11:58:52,1,,
332,3481,762,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:52,2015/11/23 11:58:52,801,"undefined",
333,3481,763,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:52,2015/11/23 11:58:52,802,"undefined",
334,3481,765,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:52,2015/11/23 11:58:52,987,"undefined",
335,3481,766,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:53,2015/11/23 11:58:53,989,"undefined",
336,3481,767,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:53,2015/11/23 11:58:53,990,"undefined",
337,3481,768,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:53,2015/11/23 11:58:53,986,"undefined",
338,3481,888,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:53,2015/11/23 11:58:53,18,"undefined",
341,3481,892,2099/12/31,,0,"127.0.0.1",2015/11/23 11:58:53,2015/11/23 11:58:53,32,,
342,3481,910,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,5,"受入、入力日",
343,3481,3641,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,31,"特定できないときは""dummy""",
344,3481,1270,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,16,"返品場所",
345,3481,1512,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,21,"undefined",
346,3481,3021,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,17,"undefined",
348,3481,1830,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,36,"undefined",
349,3481,1883,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,11,"undefined",
350,3481,4501,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,10,"業者への返品日",
351,3481,4502,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,15,"返品元",
352,3481,4062,2099/12/31,,0,"127.0.0.1",2015/11/23 12:02:20,2015/11/23 12:02:20,34,"特定できないときは""dummy""",
353,3600,3285,2099/12/31,,0,"127.0.0.1",2015/11/23 22:18:15,2015/11/23 22:18:15,30,"特定できないときは""dummy""",
354,3481,3285,2099/12/31,,0,"127.0.0.1",2015/11/23 22:18:29,2015/11/23 22:18:29,30,"特定できないときは""dummy""",
355,3380,3285,2099/12/31,,0,"127.0.0.1",2015/11/23 22:18:46,2015/11/23 22:18:46,30,"特定できないときは""dummy""",
361,2680,3801,2099/12/31,,0,"127.0.0.1",2015/11/26 1:01:03,2016/07/23 16:40:27,51,"undefined",
362,3481,3801,2099/12/31,,0,"127.0.0.1",2015/11/26 1:06:37,2015/11/26 1:06:37,26,"undefineds",
363,2780,3801,2099/12/31,,0,"127.0.0.1",2015/11/26 20:26:50,2015/11/26 20:26:50,35,,
364,2762,3801,2099/12/31,,0,"127.0.0.1",2015/11/26 21:17:06,2015/11/26 21:23:06,26,"担当者はdealersから求まるが、purordsで変更される可能性があるので、テーブル項目とした。",
366,2841,4301,2099/12/31,,0,"127.0.0.1",2015/11/28 16:04:33,2015/12/15 22:56:50,47,"opeitmsにもあるが個別に変更可能にするために、trnganttsにも持たせた。",
401,3480,2681,2099/12/31,,0,"127.0.0.1",2015/11/29 17:54:20,2015/11/29 17:55:16,200,"完成時の荷姿",
421,2420,4301,2099/12/31," from oracle",0,"127.0.0.1",2015/11/30 22:41:28,2016/02/19 21:11:21,120,"opeitms から　nditmsへ移行親によって変わるため基本itmsからのcopy",
422,2420,1888,2099/12/31," from oracle",0,"127.0.0.1",2015/11/30 23:38:03,2015/12/01 0:05:33,30,"どこに保管してある、子部品を使用するか",
424,2420,4545,2099/12/31," from oracle",0,"127.0.0.1",2015/12/01 0:12:55,2015/12/01 22:14:08,40,"該当品目を特定するためのkeyの一つ通常は999 工程途中の部品を使用するときはそのprocessseq",
441,2680,2621,2099/12/31,,0,"127.0.0.1",2015/12/05 14:51:18,2016/07/23 16:40:34,100,"完成後のproceeeseq",
442,3681,2442,2099/12/31,,0,"127.0.0.1",2015/12/05 15:12:20,2015/12/05 15:12:20,820,"undefined",
443,3441,2442,2099/12/31,,0,"127.0.0.1",2015/12/05 15:12:36,2015/12/05 15:12:36,820,"undefined",
444,3442,2442,2099/12/31,,0,"127.0.0.1",2015/12/05 15:13:24,2015/12/05 15:13:24,820,"undefined",
445,3680,2442,2099/12/31,,0,"127.0.0.1",2015/12/05 15:13:42,2015/12/05 15:13:42,820,"undefined",
446,3560,2442,2099/12/31,,0,"127.0.0.1",2015/12/05 15:13:55,2015/12/05 15:13:55,820,"undefined",
461,2300,4561,2099/12/31,,0,"127.0.0.1",2015/12/06 18:01:37,2016/10/05 1:29:10,171,"nil,D 日単位のまとめW 週単位のまとめM 　月単位の纏め m 該当オーダの先頭開始P　纏めない。",
484,1001,3484,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/07 21:41:36,2015/12/07 21:41:36,110,,
485,2162,4601,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/10 19:19:07,2015/12/10 19:19:07,700,,
522,2300,4621,2099/12/31," from oracle",0,"127.0.0.1",2015/12/13 16:36:41,2015/12/13 16:36:41,200,"undefined",
523,2300,4543,2099/12/31," from oracle",0,"127.0.0.1",2015/12/13 20:25:58,2015/12/13 20:25:58,210,"undefined",
524,3160,4641,2099/12/31,,0,"127.0.0.1",2015/12/14 19:56:22,2015/12/14 19:56:22,60,"undefined",
525,1001,4641,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:27:47,2015/12/14 20:27:47,25,"注文書に、得意先のコードが記載されていることを想定している。",
526,2162,4641,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:28:55,2015/12/14 20:28:55,25,"注文書に、得意先のコードが記載されていることを想定している。",
527,2360,4641,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:30:03,2015/12/14 20:30:03,25,"業者の品目コードを印刷、送信することを想定している。",
528,2860,4641,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:30:16,2017/04/09 21:15:11,30,"業者の品目コードを印刷、送信することを想定している。",
529,3060,4641,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:30:28,2015/12/14 20:30:28,25,"業者の品目コードを印刷、送信することを想定している。",
530,3700,4601,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:57:07,2015/12/14 20:57:07,700,,
531,3700,4641,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:57:07,2015/12/14 20:57:07,25,"注文書に、得意先のコードが記載されていることを想定している。",
532,3700,3801,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,50,"undefined",
533,3700,3541,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,15,"undefined",
534,3700,3501,2099/12/31,,0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,11,"自社倉庫の出荷場所",
535,3700,3493,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,600,"客先からの受注のkey",
536,3700,3492,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,710,,
538,3700,3462,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,73,"rule_price = 1の時画面から単価入力された時contract_price = ""1""とする。",
539,3700,911,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,9,"undefined",
540,3700,910,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,24,"undefined",
542,3700,892,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:08,2015/12/14 20:57:08,20,"undefined",
543,3700,890,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,40,"undefined",
544,3700,889,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,35,"undefined",
545,3700,888,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,30,"undefined",
546,3700,883,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,10,"undefined",
547,3700,768,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,920,"undefined",
548,3700,767,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,910,"undefined",
549,3700,766,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,900,"undefined",
550,3700,765,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,930,"undefined",
551,3700,763,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,800,"undefined",
552,3700,762,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 20:57:09,2015/12/14 20:57:09,810,"undefined",
553,3700,733,2099/12/31," from oracle",0,,2015/12/14 20:57:09,2015/12/14 20:57:09,1,,
554,3700,3361,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 21:01:19,2015/12/14 21:01:19,610,"客先からの納品指示No",
555,2162,3205,2099/12/31," from oracle",0,"127.0.0.1",2015/12/14 21:03:17,2015/12/26 20:56:41,610,"客先からの納品指示key 分割を想定 gnoでまとめられた時はsnoをセットする。",
562,2841,4661,2099/12/31,,0,"127.0.0.1",2015/12/15 22:49:20,2015/12/15 22:55:33,51,"opeitmsにもあるが個別に変更可能にするために、trnganttsにも持たせた。",
581,3720,883,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:33,2015/12/23 18:43:33,10,,
582,3720,1830,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:34,2015/12/23 18:43:34,220,"undefined",
583,3720,3021,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:34,2015/12/23 18:43:34,97,"xxxords,insts,actsと合わすために、ある項目。数字に意味はない。schsでは使用してはいけない。",
589,3720,1267,2099/12/31,,0,,2015/12/23 18:43:34,2015/12/23 18:43:34,20,,
591,3720,910,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:34,2015/12/23 18:43:34,15,,
592,3720,909,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:34,2015/12/23 18:43:34,22,"undefined",
593,3720,908,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:34,2015/12/23 18:43:34,20,"undefined",
594,3720,892,2099/12/31,,0,"127.0.0.1",2015/12/23 18:43:34,2017/03/03 20:44:08,180,"undefined",
595,3720,888,2099/12/31,,0,,2015/12/23 18:43:35,2015/12/23 18:43:35,96,,
596,3720,768,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/23 18:43:35,2016/07/31 17:40:06,792,"undefined",
597,3720,767,2099/12/31,"from oracle",0,,2015/12/23 18:43:35,2015/12/23 18:43:35,800,,
598,3720,766,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/23 18:43:35,2016/07/31 17:40:00,800,"undefined",
599,3720,765,2099/12/31,"from oracle",0,,2015/12/23 18:43:35,2015/12/23 18:43:35,800,,
600,3720,763,2099/12/31,"from oracle",0,,2015/12/23 18:43:35,2015/12/23 18:43:35,790,,
601,3720,762,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/23 18:43:35,2015/12/23 18:43:35,800,"undefined",
602,3720,733,2099/12/31,,0,,2015/12/23 18:43:35,2015/12/23 18:43:35,1,,
605,3720,1074,2099/12/31,,0,"127.0.0.1",2015/12/23 20:31:04,2015/12/26 11:33:50,791,"undefined",
608,3721,1074,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:04,2015/12/26 11:55:04,791,"undefined",
609,3721,733,2099/12/31,,0,,2015/12/26 11:55:04,2015/12/26 11:55:04,1,,
610,3721,762,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/26 11:55:04,2015/12/26 11:55:04,800,"undefined",
611,3721,763,2099/12/31,"from oracle",0,,2015/12/26 11:55:04,2015/12/26 11:55:04,790,,
612,3721,765,2099/12/31,"from oracle",0,,2015/12/26 11:55:04,2015/12/26 11:55:04,800,,
613,3721,766,2099/12/31,"from oracle",0,,2015/12/26 11:55:04,2015/12/26 11:55:04,800,,
614,3721,767,2099/12/31,"from oracle",0,,2015/12/26 11:55:04,2015/12/26 11:55:04,800,,
615,3721,768,2099/12/31,"from oracle",0,,2015/12/26 11:55:04,2015/12/26 11:55:04,792,,
616,3721,883,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:04,2015/12/26 11:55:04,10,,
617,3721,888,2099/12/31,,0,,2015/12/26 11:55:04,2015/12/26 11:55:04,96,,
618,3721,892,2099/12/31,,0,,2015/12/26 11:55:04,2015/12/26 11:55:04,200,,
619,3721,908,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:05,2015/12/26 11:55:05,20,"undefined",
620,3721,909,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:05,2015/12/26 11:55:05,22,"undefined",
621,3721,910,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:05,2015/12/26 11:55:05,15,,
623,3721,1267,2099/12/31,,0,,2015/12/26 11:55:05,2015/12/26 11:55:05,20,,
627,3721,3021,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:05,2015/12/26 11:55:05,97,"xxxords,insts,actsと合わすために、ある項目。数字に意味はない。schsでは使用してはいけない。",
630,3721,1830,2099/12/31,,0,"127.0.0.1",2015/12/26 11:55:05,2015/12/26 11:55:05,220,"undefined",
631,1001,4601,2099/12/31,"from oracle",0,"127.0.0.1",2015/12/26 20:51:48,2015/12/26 20:51:48,111,"undefined",
641,3720,889,2099/12/31,,0,"127.0.0.1",2016/01/10 12:26:11,2016/01/10 12:26:59,98,,
642,3720,890,2099/12/31,,0,"127.0.0.1",2016/01/10 12:26:24,2016/01/10 12:27:16,99,,
644,3722,1074,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:32,2016/01/10 19:53:32,791,"undefined",
645,3722,733,2099/12/31,,0,,2016/01/10 19:53:33,2016/01/10 19:53:33,1,,
646,3722,762,2099/12/31,"from oracle",0,"127.0.0.1",2016/01/10 19:53:33,2016/01/10 19:53:33,800,"undefined",
647,3722,763,2099/12/31,"from oracle",0,,2016/01/10 19:53:33,2016/01/10 19:53:33,790,,
648,3722,765,2099/12/31,"from oracle",0,,2016/01/10 19:53:33,2016/01/10 19:53:33,800,,
649,3722,766,2099/12/31,"from oracle",0,,2016/01/10 19:53:33,2016/01/10 19:53:33,800,,
650,3722,767,2099/12/31,"from oracle",0,,2016/01/10 19:53:33,2016/01/10 19:53:33,800,,
651,3722,768,2099/12/31,"from oracle",0,,2016/01/10 19:53:33,2016/01/10 19:53:33,792,,
652,3722,883,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:33,2016/01/10 19:53:33,10,,
653,3722,888,2099/12/31,,0,,2016/01/10 19:53:33,2016/01/10 19:53:33,96,,
654,3722,3205,2099/12/31,,0,,2016/01/10 19:53:33,2016/01/10 19:53:33,190,,
655,3722,3484,2099/12/31,,0,,2016/01/10 19:53:33,2016/01/10 19:53:33,180,,
656,3722,892,2099/12/31,,0,,2016/01/10 19:53:33,2016/01/10 19:53:33,200,,
657,3722,3285,2099/12/31,,0,,2016/01/10 19:53:34,2016/01/10 19:53:34,210,,
658,3722,908,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,20,"undefined",
659,3722,909,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,22,"undefined",
660,3722,910,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,15,,
662,3722,1267,2099/12/31,,0,,2016/01/10 19:53:34,2016/01/10 19:53:34,20,,
664,3722,3021,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,97,"xxxords,insts,actsと合わすために、ある項目。数字に意味はない。schsでは使用してはいけない。",
665,3722,3501,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,33,"出荷元倉庫",
666,3722,3541,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,34,"出荷先納品書",
667,3722,1830,2099/12/31,,0,"127.0.0.1",2016/01/10 19:53:34,2016/01/10 19:53:34,220,"undefined",
668,3721,3484,2099/12/31,,0,"127.0.0.1",2016/01/10 20:15:58,2016/01/10 20:15:58,45,"ヒサゴの伝票をイメージ",
669,3721,4601,2099/12/31,,0,"127.0.0.1",2016/01/10 20:21:41,2016/01/10 20:21:41,46,,
670,3721,3492,2099/12/31,,0,"127.0.0.1",2016/01/10 20:22:04,2016/01/10 20:22:04,47,,
671,3722,4601,2099/12/31,,0,"127.0.0.1",2016/01/10 20:22:45,2016/01/10 20:22:45,181,"undefined",
672,3722,3492,2099/12/31,,0,"127.0.0.1",2016/01/10 20:22:59,2016/08/09 20:57:30,185,"undefined",
673,1021,4682,2099/12/31,,0,"127.0.0.1",2016/01/10 22:14:40,2016/01/10 22:14:40,80,,
697,3723,1074,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:45,2016/01/10 22:38:45,791,"undefined",
698,3723,733,2099/12/31,,0,,2016/01/10 22:38:45,2016/01/10 22:38:45,1,,
699,3723,762,2099/12/31,"from oracle",0,"127.0.0.1",2016/01/10 22:38:45,2016/01/10 22:38:45,800,"undefined",
700,3723,763,2099/12/31,"from oracle",0,,2016/01/10 22:38:46,2016/01/10 22:38:46,790,,
701,3723,765,2099/12/31,"from oracle",0,,2016/01/10 22:38:46,2016/01/10 22:38:46,800,,
702,3723,766,2099/12/31,"from oracle",0,,2016/01/10 22:38:46,2016/01/10 22:38:46,800,,
703,3723,767,2099/12/31,"from oracle",0,,2016/01/10 22:38:46,2016/01/10 22:38:46,800,,
704,3723,768,2099/12/31,"from oracle",0,,2016/01/10 22:38:46,2016/01/10 22:38:46,792,,
705,3723,883,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:46,2016/01/10 22:38:46,10,,
706,3723,888,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:46,2016/01/17 9:44:31,96,"変更時billinst_qty以下にはできない。請求書発行済",
707,3723,892,2099/12/31,,0,,2016/01/10 22:38:46,2016/01/10 22:38:46,200,,
708,3723,910,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:46,2016/01/10 22:38:46,15,,
710,3723,1267,2099/12/31,,0,,2016/01/10 22:38:46,2016/01/10 22:38:46,20,,
712,3723,3021,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:46,2016/01/10 22:38:46,97,"xxxords,insts,actsと合わすために、ある項目。数字に意味はない。schsでは使用してはいけない。",
714,3723,3321,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:46,2016/01/13 20:41:04,192,"undefined",
715,3723,4683,2099/12/31,,0,,2016/01/10 22:38:47,2016/01/10 22:38:47,180,,
716,3723,4442,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:47,2016/01/13 20:40:55,191,"undefined",
717,3723,3501,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:47,2016/01/10 22:38:47,33,"出荷元倉庫",
718,3723,3541,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:47,2016/01/10 22:38:47,34,"出荷先納品書",
719,3723,1830,2099/12/31,,0,"127.0.0.1",2016/01/10 22:38:47,2016/01/10 22:38:47,220,"undefined",
720,3723,3361,2099/12/31,,0,,2016/01/10 22:38:47,2016/01/10 22:38:47,190,,
721,3700,3321,2099/12/31," from oracle",0,"127.0.0.1",2016/01/10 22:46:00,2016/01/10 22:46:00,510,,
741,3700,4701,2099/12/31," from oracle",0,"127.0.0.1",2016/01/10 23:58:41,2016/01/10 23:58:41,28,"undefined",
742,3244,1341,2099/12/31,,0,"127.0.0.1",2016/01/11 9:53:13,2016/01/11 9:53:13,210,"""custords""",
743,3244,1342,2099/12/31,,0,"127.0.0.1",2016/01/11 9:53:30,2016/01/11 9:53:30,211,"""custord_id""",
744,3244,4701,2099/12/31,,0,"127.0.0.1",2016/01/11 9:56:21,2016/01/11 10:02:09,16,"売上予定日",
745,3245,1074,2099/12/31,,0,"127.0.0.1",2016/01/11 10:11:19,2016/01/11 10:11:19,791,"undefined",
746,3245,733,2099/12/31,,0,,2016/01/11 10:11:19,2016/01/11 10:11:19,1,,
747,3245,762,2099/12/31,,0,"127.0.0.1",2016/01/11 10:11:19,2016/01/11 10:11:19,800,"undefined",
748,3245,763,2099/12/31,,0,,2016/01/11 10:11:19,2016/01/11 10:11:19,790,,
