ID,STRSELECT,STRWHERE,STRGROUPORDER,YMLCODE,CDRFLAYOUT,EXPIREDATE,REMARK,PERSONS_ID_UPD,UPDATE_IP,CREATED_AT,UPDATED_AT,POBJECTS_ID_SCR,POBJECTS_ID_VIEW,pobjects_id_sgrp,SEQNO,ROWS_PER_PAGE,ROWLIST,HEIGHT,FORM_PS,SCRLVS_ID,CONTENTS,STRORDER
2099,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2016/05/21 23:35:20,2016/05/21 23:35:20,15667,15553,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2100,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2016/05/21 23:35:40,2016/05/21 23:35:40,15668,15556,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2101,,,,,,2099/12/31,auto,0,127.0.0.1,2016/05/27 22:02:31,2016/05/27 22:02:31,15687,15688,17489,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2121,,,,,,2099/12/31,auto,0,127.0.0.1,2016/05/29 10:23:43,2016/05/29 10:23:43,15800,15801,17489,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2141,,,,,,2099/12/31,auto,0,127.0.0.1,2016/07/29 1:38:08,2016/08/18 17:19:00,16066,16067,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2144,,,,,,2099/12/31,auto,0,127.0.0.1,2016/07/29 1:42:29,2016/08/18 17:19:42,16069,16070,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2148,,,,,,2099/12/31,auto,0,127.0.0.1,2016/07/29 1:45:22,2016/08/18 17:20:50,16072,16073,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2152,,,,,,2099/12/31,auto,0,127.0.0.1,2016/07/29 20:50:41,2016/08/18 17:20:33,16075,16076,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2161,,,,,,2099/12/31,auto,0,127.0.0.1,2016/07/31 15:55:07,2016/07/31 15:55:07,16126,16127,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2181,,,,,,2099/12/31,auto,0,127.0.0.1,2016/08/07 22:45:36,2016/08/07 22:45:36,16186,16187,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2184,,,,,,2099/12/31,auto,0,127.0.0.1,2016/08/07 23:12:40,2016/08/07 23:12:40,16190,16191,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2201,,,,,,2099/12/31,auto,0,127.0.0.1,2016/09/19 17:03:51,2016/09/19 17:03:51,16649,16650,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2221,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2016/10/06 23:15:46,2016/10/06 23:15:46,16665,12747,17523,0,50,"502,501,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2222,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2016/10/06 23:16:02,2016/10/06 23:16:02,16666,12747,17523,0,50,"502,501,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2223,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2016/10/06 23:16:17,2016/10/06 23:16:17,16667,12747,17523,0,50,"502,501,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2241,,,,,,2099/12/31,auto,0,127.0.0.1,2016/10/29 0:27:40,2016/10/29 0:27:40,16686,16687,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2244,,,,,,2099/12/31,auto,0,127.0.0.1,2016/10/29 0:35:29,2016/10/29 0:35:29,16689,16690,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2261,,,,,,2099/12/31,,0,127.0.0.1,2016/12/04 17:31:00,2016/12/04 17:31:00,16707,8442,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1400,height:700,dataheight:600",0,mkordに関しては追加のみ。修正削除はできない。,
2301,,,,,,2099/12/31,auto,0,127.0.0.1,2017/03/04 22:15:27,2017/04/23 9:28:01,16911,16912,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2321,,,,,,2099/12/31,,0,127.0.0.1,2017/03/18 18:35:24,2017/03/18 18:35:24,16965,12747,17523,0,50,"502,501,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2341,,,,,,2099/12/31,auto,0,127.0.0.1,2017/03/20 16:59:16,2017/03/25 11:21:19,16986,16987,17506,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2343,,,,,,2099/12/31,auto,0,127.0.0.1,2017/03/20 17:00:22,2017/03/20 17:00:22,,,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2361,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:43:10,2017/05/06 15:43:10,17078,302,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2362,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:44:31,2017/05/06 15:44:31,17076,9742,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2363,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:45:18,2017/05/06 15:45:18,17079,7186,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2364,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:45:38,2017/05/06 15:45:38,17077,9439,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2365,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:46:23,2017/05/06 15:46:23,17075,7138,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2366,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:46:39,2017/05/06 15:46:39,17073,7139,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2367,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:47:00,2017/05/06 15:47:00,17074,7143,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2368,,,,,,2099/12/31,auto_crt,0,127.0.0.1,2017/05/06 15:47:15,2017/05/06 15:47:15,17072,12779,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2381,,,,,,2099/12/31,,0,127.0.0.1,2017/07/02 22:44:16,2017/07/02 22:44:16,17165,16067,17523,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500",0,,
2401,,,,,,2099/12/31,,0,127.0.0.1,2017/08/11 22:26:49,2017/08/11 22:26:49,17326,17325,17502,0,50,"50,250,100,010,000",200,"top:100,left:50,width:1200,height:600,dataheight:500	 ",0,,
2421,,,,,,2099/12/31,,0,127.0.0.1,2017/08/13 10:51:42,2017/08/13 10:51:42,17425,17325,17523,0,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500",0,picords作成用,
